URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,FILENAME,URL,Domain,TLD,Title
22,16,0,77.88461538,1.0,0.5229071,0.063673374,3,1,0,0,0.0,9,0.409,1,0.045,0,0,0,1,0.045,0,2,32,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw161469.txt,http://www.evasion7.com,www.evasion7.com,com,0
28,21,0,100.0,1.0,0.5229071,0.060259848,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,718,11598,1,100.0,100.0,1,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1,16,13,25,92,11,139,1,562691.txt,https://www.lampertlumber.com,www.lampertlumber.com,com,lampertlumber
30,23,0,100.0,1.0,0.5229071,0.0684114,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1039,9381,1,100.0,100.0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,16,14,24,132,1,23,1,223994.txt,https://www.texasrealestate.com,www.texasrealestate.com,com,texasrealestate
27,20,0,73.62132353,0.846153846,0.0180132,0.031688767,2,2,0,0,0.0,9,0.333,5,0.185,0,0,0,2,0.074,0,9,50,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw116254.txt,http://www.cd63401.tmweb.ru,www.cd63401.tmweb.ru,ru,cd63401tmweb
89,29,0,11.29772752,0.269230769,0.0129268,0.03501679,2,1,0,0,0.0,66,0.742,7,0.079,0,0,0,8,0.09,1,5,450901,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,8097041.txt,https://dd-poi-ytt-ffg.infura-ipfs.io/ipfs/qmzbewxwvmreg1ky32gdkqmb8izn1fjhkgrqc9me7cqrgz,dd-poi-ytt-ffg.infura-ipfs.io,io,0
35,28,0,100.0,0.857142857,0.0100856,0.06079881,2,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,2217,11239,1,0.0,0.0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,66,7,10,91,7,37,1,743235.txt,https://www.adelaidehillswine.com.au,www.adelaidehillswine.com.au,au,delidehillswinecom
46,37,0,44.36584522,0.46875,0.0017656,0.034699465,4,1,0,0,0.0,20,0.435,12,0.261,0,0,0,6,0.13,1,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8119713.txt,https://my-business-108027-102884.square.site/,my-business-108027-102884.square.site,site,my-business-108027-102884square
31,24,0,100.0,1.0,0.5229071,0.065722156,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1146,8121,1,100.0,100.0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,12,22,25,91,0,96,1,615316.txt,https://www.lizcrainceramics.com,www.lizcrainceramics.com,com,lizcrainceramics
22,15,0,100.0,1.0,0.5229071,0.06550425,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1453,4642,1,100.0,100.0,0,0,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,11,12,11,101,0,27,1,608088.txt,https://www.wcircle.com,www.wcircle.com,com,wcircle
23,17,0,64.3537415,1.0,0.5229071,0.057414691,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,2826,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,mw75585.txt,http://www.wlidrhino.com,www.wlidrhino.com,com,wlidrhino
57,20,0,25.51193756,1.0,0.0001604,0.053026402,5,1,0,0,0.0,39,0.684,0,0.0,0,0,0,6,0.105,1,13,136,1,0.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8097481.txt,https://www.merashehar.today/wp-includes/widgets/kuidais/,www.merashehar.today,today,merasheharwp-includeswidgetskuidais
26,19,0,100.0,1.0,0.5229071,0.05910763,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,831,1007,1,100.0,100.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,33,4,16,81,0,35,1,57303.txt,https://www.willisallen.com,www.willisallen.com,com,willisallen
36,27,0,54.32098765,0.708333333,0.0129268,0.042145479,2,1,0,0,0.0,20,0.556,5,0.139,0,0,0,3,0.083,1,30,134,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,8123167.txt,https://attveruttur95895.webflow.io/,attveruttur95895.webflow.io,io,attveruttur95895webflow
27,20,0,100.0,1.0,0.5229071,0.055595027,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,11894,21384,1,100.0,100.0,1,1,1,0,0,1,0,6,0,1,0,0,0,0,0,0,1,17,2,28,259,10,238,1,555764.txt,https://www.kirkjewelers.com,www.kirkjewelers.com,com,kirkjewelers
24,17,0,100.0,1.0,0.5229071,0.060972848,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1335,10552,1,77.77777778,77.77777778,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,28,1,4,109,0,110,1,6016.txt,https://www.thoughtco.com,www.thoughtco.com,com,thought
28,21,0,100.0,1.0,0.0384199,0.064117247,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,6815,38485,1,100.0,100.0,1,0,0,0,0,0,0,28,0,1,1,1,0,0,1,0,1,42,19,21,72,1,124,1,396976.txt,https://www.mundodecristo.net,www.mundodecristo.net,net,mundodecristo
39,30,0,40.86021505,0.653846154,0.5229071,0.04836803,3,1,0,0,0.0,20,0.513,6,0.154,0,0,0,5,0.128,1,273,20520,1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0,8090635.txt,https://aol-mail-101113.weeblysite.com/,aol-mail-101113.weeblysite.com,com,aol-mail-101113weeblysite
37,30,0,100.0,1.0,0.0799628,0.060096674,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,1,0.027,0,2,2826,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,mw155332.txt,http://www.greenculturefoundation.org,www.greenculturefoundation.org,org,greenculturefoundation
20,13,0,100.0,1.0,0.0799628,0.063610482,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,2985,2267,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,1,0,0,0,1,42,6,16,120,0,113,1,77069.txt,https://www.sabin.org,www.sabin.org,org,sabin
57,23,0,27.49803922,0.45,0.0069695,0.061310827,2,2,0,0,0.0,42,0.737,0,0.0,0,0,0,7,0.123,1,95,394,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,8112840.txt,https://bogomil.cfprzemo.com.pl/aiigrol/email@example.com,bogomil.cfprzemo.com.pl,pl,bogomilcfprzemocomaiigrolemail@examecom
25,18,0,100.0,1.0,0.5229071,0.065775929,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1601,8047,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,31,11,17,74,3,83,1,488108.txt,https://www.paulaohara.com,www.paulaohara.com,com,paulaohara
26,20,0,86.88888889,1.0,0.5229071,0.057611527,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,2826,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,mw72037.txt,http://www.apgfinancing.com,www.apgfinancing.com,com,apgfinancing
24,17,0,100.0,0.8,0.028555,0.055699939,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,5363,6107,1,0.0,0.0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,40,1,13,118,1,125,1,103976.txt,https://www.nhmshop.co.uk,www.nhmshop.co.uk,uk,nhmshopco
23,16,0,100.0,1.0,0.5229071,0.05110822,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,626,8491,1,100.0,100.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,16,25,101,0,108,1,82997.txt,https://www.wifislax.com,www.wifislax.com,com,wifislax
41,33,0,37.37913898,0.310344828,0.5229071,0.05612007,3,1,0,0,0.0,29,0.707,0,0.0,0,0,0,4,0.098,1,90,394,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0,8115840.txt,https://login.baking-internet-digisgg.com,login.baking-internet-digisgg.com,com,loginbaking-internet-digisgg
24,17,0,100.0,0.8,0.028555,0.052838245,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,945,3380,1,0.0,0.0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,14,6,9,54,2,17,1,724359.txt,https://www.whatvan.co.uk,www.whatvan.co.uk,uk,whatvanco
34,27,0,100.0,1.0,0.5229071,0.065429297,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,4347,5071,1,0.0,0.0,0,0,1,1,0,1,0,21,0,0,1,1,1,1,1,0,1,142,3,25,263,2,14,1,582065.txt,https://www.bloomkidscollection.com,www.bloomkidscollection.com,com,bloomkidsllection
31,17,0,32.68923077,0.538461538,3.98e-05,0.040261262,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,5,0.161,1,35,126,1,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7963505.txt,https://s.ezkl-seazzu.icu/jp.php,s.ezkl-seazzu.icu,icu,sezkl-seazzujpph
23,16,0,100.0,1.0,0.5229071,0.066427387,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1122,315,1,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,31,13,38,1,1,18,1,252960.txt,https://www.glocalit.com,www.glocalit.com,com,glocalit
35,28,0,100.0,1.0,0.0799628,0.056836145,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,690,1911,1,100.0,100.0,1,0,1,0,0,1,0,4,0,0,1,1,0,0,1,0,0,1,9,10,32,0,5,1,853002.txt,https://www.villageoflattingtown.org,www.villageoflattingtown.org,org,villageoflattingtown
30,22,0,49.01185771,0.444444444,0.001502,0.038029831,3,1,0,0,0.0,17,0.567,2,0.067,0,0,0,3,0.1,1,36,247,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8014607.txt,https://metafb-fbw7r3d.web.app/,metafb-fbw7r3d.web.app,app,metafb-fbw7r3dweb
51,23,0,53.3815427,1.0,0.5229071,0.043726072,3,0,0,0,0.0,30,0.588,9,0.176,0,0,0,4,0.078,1,42,2232,1,0.0,97.2972973,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,7487077.txt,https://confirmsubscription.com/h/y/b6733bec265eb698,confirmsubscription.com,com,confirmsubscriptionhyb6733bec265eb69
19,13,0,80.24691358,1.0,0.0001858,0.056463279,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,20,207,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mw55930.txt,http://www.paynai.cf,www.paynai.cf,cf,paynai
19,13,0,64.23611111,1.0,0.0002752,0.055132964,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,5034,1,100.0,100.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,mw200238.txt,http://www.cnymb.top,www.cnymb.top,top,cnymb
24,18,0,78.50340136,1.0,0.5229071,0.058968655,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,34,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw210853.txt,http://www.banditbars.com,www.banditbars.com,com,0
28,21,0,100.0,0.785714286,0.0094423,0.052001489,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1213,4232,1,0.0,0.0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,39,7,24,159,0,10,1,94265.txt,https://www.vivaolinux.com.br,www.vivaolinux.com.br,br,vivaolinuxcom
24,17,0,100.0,1.0,0.5229071,0.060505716,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1151,2202,1,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,19,4,15,141,0,42,1,400480.txt,https://www.leedsfilm.com,www.leedsfilm.com,com,leedsfilm
30,23,0,100.0,1.0,0.012178,0.07028946,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,656,1820,1,0.0,0.0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,37,1,14,52,1,62,1,759286.txt,https://www.mediatecatoscana.it,www.mediatecatoscana.it,it,medatecatoscana
18,11,0,100.0,1.0,0.0005336,0.075476535,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,2543,8564,1,75.0,75.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,27,7,8,232,5,31,1,68427.txt,https://www.emta.ee,www.emta.ee,ee,mta
36,27,0,61.9047619,0.608695652,0.5229071,0.049370693,3,1,0,0,0.0,21,0.583,3,0.083,0,0,0,4,0.111,1,2,202123,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,8136601.txt,https://devbr-7de68.firebaseapp.com/,devbr-7de68.firebaseapp.com,com,devbr-7de68firebaseapp
20,14,0,81.81818182,1.0,0.0002256,0.055279029,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,20,208,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw55645.txt,http://www.oliverl.ga,www.oliverl.ga,ga,oliverl
29,22,0,100.0,1.0,0.5229071,0.062317888,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1912,2443,1,100.0,100.0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,59,7,21,132,2,132,1,873400.txt,https://www.alessandrolupi.com,www.alessandrolupi.com,com,alessandrolupi
26,20,0,48.0,0.538461538,0.0002256,0.053031833,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,8,49,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw62318.txt,http://www.grnail-signin.ga,www.grnail-signin.ga,ga,rnail-sinin
30,23,0,100.0,1.0,0.0799628,0.058071661,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,217,902,1,100.0,100.0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,2,0,27,0,1,1,472376.txt,https://www.hawaiiankingdom.org,www.hawaiiankingdom.org,org,hawaiiankingdom
35,14,0,38.29120125,1.0,0.5229071,0.055093905,3,0,0,0,0.0,25,0.714,0,0.0,0,0,0,3,0.086,0,191,486,1,0.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,6,6,2,3,0,3,0,oph05231.txt,http://sickshredz.com/goldenwestcu/,sickshredz.com,com,sickshredzgoldenwestcu
20,13,0,100.0,1.0,0.0799628,0.060853369,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,178,159,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,0,17,1,109682.txt,https://www.htacg.org,www.htacg.org,org,htacg
40,32,0,51.40745954,0.583333333,0.0017496,0.041689179,3,4,0,0,0.0,19,0.475,5,0.125,0,0,0,5,0.125,0,4,525,0,4.166666667,4.166666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8091753.txt,http://www.saisoaoard.co.jp.50gb990.xyz/,www.saisoaoard.co.jp.50gb990.xyz,xyz,0
39,31,0,60.27575442,0.592592593,0.5229071,0.048864133,3,1,0,0,0.0,25,0.641,4,0.103,0,0,0,2,0.051,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8023510.txt,https://freightoinx0004.firebaseapp.com/,freightoinx0004.firebaseapp.com,com,freightoinx0004firebaseapp
33,26,0,100.0,1.0,0.5229071,0.064323598,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,710,17934,1,100.0,100.0,0,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,43,19,23,145,1,152,1,103021.txt,https://www.eatingdisorderhope.com,www.eatingdisorderhope.com,com,eatingdisorderhope
23,16,0,100.0,1.0,0.0180132,0.042663975,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,5209,34459,1,0.0,0.0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,49,1,8,143,0,40,1,684397.txt,https://www.kurilskiy.ru,www.kurilskiy.ru,ru,kuilskiy
36,27,0,65.82402508,0.608695652,0.5229071,0.048079699,3,1,0,0,0.0,20,0.556,4,0.111,0,0,0,4,0.111,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8062792.txt,https://sfa09-sya89.firebaseapp.com/,sfa09-sya89.firebaseapp.com,com,sfa09-sya89firebaseapp
46,40,0,35.94844845,0.75,0.5229071,0.063371754,3,2,0,0,0.0,33,0.717,0,0.0,0,0,0,2,0.043,0,484,2318,1,0.0,0.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,mw142762.txt,http://www.atrezzos.beneficiosparaempleados.com,www.atrezzos.beneficiosparaempleados.com,com,atrezzosbeneficiosparaempleados
24,17,0,100.0,0.7,0.028555,0.061406398,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,504,3065,1,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,19,2,7,32,5,9,1,92138.txt,https://www.bronte.org.uk,www.bronte.org.uk,uk,bronteorg
24,17,0,100.0,1.0,0.5229071,0.06349354,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,569,9211,1,100.0,100.0,1,1,1,0,0,1,0,6,0,1,1,1,0,0,0,0,1,24,7,15,85,0,116,1,51400.txt,https://www.teacherph.com,www.teacherph.com,com,teacherph
24,17,0,76.92307692,1.0,0.5229071,0.061241674,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,3,33,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw206359.txt,http://www.bumashana.com,www.bumashana.com,com,0
44,35,0,25.47845805,0.580645161,0.0009613,0.03744071,3,2,0,0,0.0,28,0.636,4,0.091,0,0,0,4,0.091,1,5,1998146,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oph04150.txt,https://asdqw.akludwszsyrcz4223.workers.dev/,asdqw.akludwszsyrcz4223.workers.dev,dev,0
23,16,0,100.0,1.0,0.5229071,0.055994304,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,218,641,1,100.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,1,2,9,0,5,1,257704.txt,https://www.aktibody.com,www.aktibody.com,com,aktibody
50,21,0,33.43330547,0.833333333,0.0100856,0.050729818,2,1,0,0,0.0,36,0.72,1,0.02,0,0,0,6,0.12,0,110,226,1,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,2,0,oph04552.txt,http://clsolutionsvic.com.au/vfp/mygov/index2.html,clsolutionsvic.com.au,au,clsolutionsviccomvfpmygovindex2html
23,16,0,100.0,0.666666667,0.028555,0.061413023,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,236,283,1,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,6,7,23,0,24,1,744213.txt,https://www.cadra.org.uk,www.cadra.org.uk,uk,cadraorg
27,19,0,48.97506925,0.5,0.0141483,0.061045368,2,0,0,0,0.0,16,0.593,0,0.0,0,0,0,3,0.111,1,2,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8001361.txt,https://sfr-contact-esim.fr/,sfr-contact-esim.fr,fr,0
28,21,0,100.0,1.0,0.0050842,0.062015263,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1462,8047,1,0.0,0.0,0,1,1,0,0,1,0,5,1,1,1,1,1,0,1,0,1,29,17,28,193,2,195,1,877368.txt,https://www.thestonestudio.in,www.thestonestudio.in,in,thestonestudo
27,20,0,100.0,0.384615385,0.0021745,0.056612165,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,2315,421,1,0.0,0.0,0,1,1,0,0,1,7,2,0,1,1,1,0,0,1,0,1,17,22,50,320,0,324,1,464705.txt,https://www.tres.ntpc.edu.tw,www.tres.ntpc.edu.tw,tw,resnpcedu
30,23,0,100.0,1.0,0.5229071,0.059419073,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1073,1162,1,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,23,2,13,59,6,11,1,615784.txt,https://www.villeresflowers.com,www.villeresflowers.com,com,villeresflowers
30,23,0,100.0,1.0,0.5229071,0.061723052,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1147,3559,1,100.0,100.0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,9,3,22,25,0,56,1,463279.txt,https://www.lauragravestock.com,www.lauragravestock.com,com,lauragravestock
27,20,0,100.0,0.615384615,0.0045585,0.064819048,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,1352,1136,1,0.0,0.0,1,0,1,0,0,1,3,0,0,1,1,1,0,0,1,0,1,35,12,48,10,5,32,1,448309.txt,https://www.co.genesee.ny.us,www.co.genesee.ny.us,us,cogeneseeny
28,21,0,100.0,1.0,0.5229071,0.060749221,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,702,8047,1,100.0,100.0,1,1,1,0,0,1,20,0,0,1,1,0,0,0,0,0,1,50,5,12,150,0,162,1,715525.txt,https://www.moniquedupree.com,www.moniquedupree.com,com,moniquedupree
45,36,0,33.96730063,0.34375,0.001502,0.060581274,3,1,0,0,0.0,30,0.667,1,0.022,0,0,0,6,0.133,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8100060.txt,https://section-personnel-agricole-2.web.app/,section-personnel-agricole-2.web.app,app,section-personnel-agricole-2web
42,35,0,100.0,1.0,0.0799628,0.058968883,3,1,0,0,0.0,29,0.69,0,0.0,0,0,0,1,0.024,1,1336,391,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,19,6,9,95,3,14,1,160405.txt,https://www.lebronjamesfamilyfoundation.org,www.lebronjamesfamilyfoundation.org,org,lebronjamesfamilyfoundation
50,41,0,38.8416343,0.432432432,0.5229071,0.054192393,3,1,0,0,0.0,32,0.64,4,0.08,0,0,0,6,0.12,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8133579.txt,https://fb-restriction-case-2893b.firebaseapp.com/,fb-restriction-case-2893b.firebaseapp.com,com,fb-restriction-case-2893bfirebaseapp
30,23,0,100.0,0.666666667,0.5229071,0.064220054,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1365,1782,1,100.0,100.0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,51,13,25,130,13,138,1,492526.txt,https://www.total-photoshop.com,www.total-photoshop.com,com,total-photoshop
23,16,0,100.0,0.75,0.5229071,0.049212878,3,1,0,0,0.0,9,0.391,1,0.043,0,0,0,1,0.043,1,1951,2208,1,100.0,100.0,0,0,1,0,0,1,1,4,0,1,1,1,1,0,1,0,1,41,34,59,131,4,127,1,588376.txt,https://www.dr2bthin.com,www.dr2bthin.com,com,dr2bthin
31,24,0,100.0,1.0,0.5229071,0.06427742,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,2919,1847,1,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,103,8,3,72,0,223,1,562782.txt,https://www.ineffecthardcore.com,www.ineffecthardcore.com,com,ineffecthardre
74,60,0,11.89383682,0.357142857,0.5229071,0.029653214,3,3,0,0,0.0,36,0.486,23,0.311,0,0,0,8,0.108,0,235,7867,1,0.0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,6,0,1,3,0,7774790.txt,http://fx406543docs4580246-1309906520.cos.eu-frankfurt.myqcloud.com/fxx.htm,fx406543docs4580246-1309906520.cos.eu-frankfurt.myqcloud.com,com,fx406543docs4580246-1309906520coseu-frankfurtmyqcloudfxxht
27,20,0,100.0,1.0,0.5229071,0.06483161,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1813,3983,1,100.0,100.0,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,29,3,19,50,2,17,1,637399.txt,https://www.waterandmain.com,www.waterandmain.com,com,waterandmain
34,27,0,100.0,0.45,0.0326503,0.053888872,2,1,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,1,404,1113,1,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,2,3,3,0,12,1,737476.txt,https://www.afd-fraktion-dresden.de,www.afd-fraktion-dresden.de,de,af-fraktion-resen
29,23,0,71.52380952,1.0,0.5229071,0.062466224,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,2,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw8194.txt,http://www.globaleventscrc.com,www.globaleventscrc.com,com,0
