FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
815789.txt,https://www.discovershelby.com,29,www.discovershelby.com,22,0,com,100.0,1.0,0.5229071,0.056891785,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1992,1378,1,disvershelby,0.0,0.0,1,0,1,0,0,1,1,2,0,1,0,1,0,0,1,0,1,0,31,15,62,0,7,benign
798744.txt,https://www.enowsoftware.com,27,www.enowsoftware.com,20,0,com,100.0,1.0,0.5229071,0.064817902,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3651,2109,1,enowsoftware,100.0,100.0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,12,4,14,54,0,61,benign
254251.txt,https://www.securitywatchplatform.com,36,www.securitywatchplatform.com,29,0,com,100.0,1.0,0.5229071,0.0568937,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1304,8047,1,securitywatchplatform,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,31,22,29,50,3,63,benign
mw65458.txt,http://www.bsd.fbcode.co,23,www.bsd.fbcode.co,17,0,co,60.693153,0.7,0.0059772,0.051384722,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,8,41,1,bsdfbode,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
778213.txt,https://www.muas.cz,18,www.muas.cz,11,0,cz,100.0,1.0,0.0036307,0.060709258,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,783,2303,1,muas,100.0,100.0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,3,10,33,0,27,benign
14836.txt,https://www.pidgin.im,20,www.pidgin.im,13,0,im,100.0,1.0,0.0001564,0.047251445,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,826,272,1,pdgn,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,12,15,112,1,16,benign
94098.txt,https://www.elron.ee,19,www.elron.ee,12,0,ee,100.0,1.0,0.0005336,0.0740037,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,931,2155,1,lron,80.0,80.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,2,6,49,0,6,benign
476358.txt,https://www.bischberg.de,23,www.bischberg.de,16,0,de,100.0,1.0,0.0326503,0.047119913,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,449,5719,1,bischberg,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,13,6,45,0,26,benign
mw75720.txt,http://www.stmfl.com,19,www.stmfl.com,13,0,com,75.0,1.0,0.5229071,0.057890536,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,28,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
mw193.txt,http://www.walemi.com,20,www.walemi.com,14,0,com,89.81818182,1.0,0.5229071,0.0656283,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,15,155,1,walemi,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
mw5jan1155.txt,http://www.anilreddydev.github.io,32,www.anilreddydev.github.io,26,0,io,61.28633271,0.684210526,0.0129268,0.046827835,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,81,3909,1,anlreddydevgthub,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,phishing
238854.txt,https://www.squirrelsave.com.sg,30,www.squirrelsave.com.sg,23,0,sg,100.0,0.8125,0.0008953,0.058689665,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,473,418,1,quirrelavecom,0.0,0.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,17,3,9,1,1,22,benign
730013.txt,https://www.ajman.travel,23,www.ajman.travel,16,0,travel,100.0,1.0,0.0001144,0.058715776,6,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1879,1012,1,ajman,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,52,28,24,38,8,140,benign
mw52291.txt,http://www.madpath.com,21,www.madpath.com,15,0,com,82.6446281,1.0,0.5229071,0.059329954,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,30,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
474906.txt,https://www.ccm.or.tz,20,www.ccm.or.tz,13,0,tz,100.0,0.666666667,7.47e-05,0.071152365,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,2374,379,1,ccmor,0.0,0.0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,36,9,10,58,24,87,phishing
487016.txt,https://www.dadivosa.com.br,26,www.dadivosa.com.br,19,0,br,100.0,0.75,0.0094423,0.059605575,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,958,1820,1,dadivosacom,0.0,0.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20,10,15,157,0,163,benign
415440.txt,https://www.dreamlikediana.com,29,www.dreamlikediana.com,22,0,com,100.0,1.0,0.5229071,0.064122017,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,3426,4166,1,dreamlikediana,100.0,100.0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,8,8,12,84,0,110,benign
111585.txt,https://www.1stsource.com,24,www.1stsource.com,17,0,com,100.0,1.0,0.5229071,0.063861477,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,947,9381,1,1stsource,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,29,4,13,113,0,120,benign
mw31j0455.txt,http://www.hoststudio.org,24,www.hoststudio.org,18,0,org,76.58495351,1.0,0.0799628,0.061643753,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
8007743.txt,https://am2fcu.firebaseapp.com/,30,am2fcu.firebaseapp.com,22,0,com,68.49401386,0.722222222,0.5229071,0.055616972,3,1,0,0,0.0,19,0.633,1,0.033,0,0,0,2,0.067,1,108,8125,1,am2fcufirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,phishing
mw29582.txt,http://www.f0534243.xsph.ru,26,www.f0534243.xsph.ru,20,0,ru,61.58088235,0.923076923,0.0180132,0.014898863,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0534243xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
7997471.txt,https://www.claimbestdeal.com/disdis/ms-otlook/,46,www.claimbestdeal.com,21,0,com,36.37172516,1.0,0.5229071,0.062091126,3,1,0,0,0.0,30,0.652,0,0.0,0,0,0,4,0.087,1,11,85,1,claimbestdealdisdisms-otlook,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
8029719.txt,https://ebnkng-ch2.wrkbenchh.com/aktualisieren/,46,ebnkng-ch2.wrkbenchh.com,24,0,com,26.64962,0.55,0.5229071,0.052251642,3,1,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,1,16,286,1,ebnkng-ch2wrkbenchhaktualisieren,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,phishing
mw76495.txt,http://www.ideardonot.top,24,www.ideardonot.top,18,0,top,65.71428571,1.0,0.0002752,0.069298044,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,11,77,1,ideardonot,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,phishing
64276.txt,https://www.mtwilson.edu,23,www.mtwilson.edu,16,0,edu,100.0,1.0,0.0115013,0.05690761,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1496,9381,1,mtwilson,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,14,45,129,170,3,189,benign
7939112.txt,https://www.ethmining.info/#/,28,www.ethmining.info,18,0,info,62.22426471,1.0,0.0075051,0.056831172,4,1,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,37,439,1,ethmining#,0.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,phishing
144069.txt,https://www.selectiveasia.com,28,www.selectiveasia.com,21,0,com,100.0,1.0,0.5229071,0.068422801,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,864,16922,1,selectiveasia,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,73,2,5,175,0,16,benign
391709.txt,https://www.theadanews.com,25,www.theadanews.com,18,0,com,100.0,1.0,0.5229071,0.062537069,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,5966,24796,1,theadanews,100.0,100.0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,1,0,1,85,12,67,254,4,59,benign
mw10390.txt,http://www.web2.hashgains.com,28,www.web2.hashgains.com,22,0,com,62.11825861,0.785714286,0.5229071,0.051440266,3,2,0,0,0.0,14,0.5,1,0.036,0,0,0,2,0.071,0,11,82,1,web2hashgains,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,benign
119263.txt,https://www.mayfield.com,23,www.mayfield.com,16,0,com,100.0,1.0,0.5229071,0.057261613,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,789,9381,1,mayfield,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,40,16,29,127,0,148,benign
137433.txt,https://www.imidaily.com,23,www.imidaily.com,16,0,com,100.0,1.0,0.5229071,0.059487012,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2588,10913,1,imidaily,100.0,100.0,0,1,1,0,0,1,2,2,0,1,1,1,0,1,1,1,1,76,33,34,196,2,221,benign
629723.txt,https://www.beppedepalma.com,27,www.beppedepalma.com,20,0,com,100.0,1.0,0.5229071,0.059950513,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,311,650,1,beppedepalma,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11,5,9,1,0,16,benign
oph07493.txt,https://onlinequranteaching.com/public/nzvjez64c8hpxfn8g6hdvff8yzdyhhfo,71,onlinequranteaching.com,23,0,com,32.404258,1.0,0.5229071,0.039012457,3,0,0,0,0.0,54,0.761,6,0.085,0,0,0,3,0.042,1,13,115,1,onlinequranteachingpublicnzvjez64c8hpxfn8g6hdvff8yzdyhhfo,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,phishing
70288.txt,https://www.christianheadlines.com,33,www.christianheadlines.com,26,0,com,100.0,1.0,0.5229071,0.062210873,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1647,473,1,christianheadlines,100.0,100.0,1,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,24,0,11,243,1,227,benign
775704.txt,https://www.concretonline.com,28,www.concretonline.com,21,0,com,100.0,1.0,0.5229071,0.073382953,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,3999,3184,1,ncretonline,84.61538462,84.61538462,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,122,10,15,214,4,42,benign
mw48006.txt,http://www.mail-nepalarmy-mil-np-login-download.netlify.app,58,www.mail-nepalarmy-mil-np-login-download.netlify.app,52,0,app,21.6500679,0.227272727,0.001502,0.055264723,3,2,0,0,0.0,40,0.69,0,0.0,0,0,0,7,0.121,0,2,67,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
mw30107.txt,http://www.hfdkegjsd.ru.xsph.ru,30,www.hfdkegjsd.ru.xsph.ru,24,0,ru,34.64285714,0.588235294,0.0180132,0.034881807,2,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,9,44,1,hfdkegjsduxsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
22939.txt,https://www.areadevelopment.com,30,www.areadevelopment.com,23,0,com,100.0,1.0,0.5229071,0.067303897,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3082,922,1,areadevelopment,100.0,100.0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,87,1,4,324,5,359,benign
764338.txt,https://www.childbrides.org,26,www.childbrides.org,19,0,org,100.0,1.0,0.0799628,0.055456421,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1100,1902,1,childbrides,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,6,7,35,0,43,benign
415053.txt,https://www.pureecoinc.com,25,www.pureecoinc.com,18,0,com,100.0,1.0,0.5229071,0.070175546,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2115,12622,1,pureeinc,0.0,0.0,0,1,1,0,0,1,0,13,0,1,1,1,0,1,1,0,1,52,41,44,153,9,157,benign
55181.txt,https://www.siia.net,19,www.siia.net,12,0,net,100.0,1.0,0.0384199,0.068467197,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2132,7704,1,siia,100.0,100.0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,14,26,41,109,4,127,benign
627510.txt,https://www.feelmagazine.nl,26,www.feelmagazine.nl,19,0,nl,100.0,1.0,0.0082003,0.058662028,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1012,9727,1,feelmagazie,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,38,12,19,183,6,187,benign
mw58443.txt,http://www.googleimg.top,23,www.googleimg.top,17,0,top,71.42857143,1.0,0.0002752,0.064034442,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,41,112,1,googleimg,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
590236.txt,https://www.cerise.tokyo,23,www.cerise.tokyo,16,0,tokyo,100.0,1.0,0.0002081,0.061989405,5,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,437,1746,1,cerise,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,6,17,28,0,42,benign
8024520.txt,http://ianacurtis.rmxcontabilidade.com.br,40,ianacurtis.rmxcontabilidade.com.br,34,0,br,43.1735047,0.548387097,0.0094423,0.060160094,2,2,0,0,0.0,30,0.75,0,0.0,0,0,0,3,0.075,0,31,146,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,phishing
28222.txt,https://www.foodnavigator.com,28,www.foodnavigator.com,21,0,com,100.0,1.0,0.5229071,0.064499111,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2722,1165,1,foodnavigator,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,53,10,11,276,17,39,benign
8075407.txt,https://s.amazenru-jp.com,25,s.amazenru-jp.com,17,0,com,58.74663591,0.692307692,0.5229071,0.056710387,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,13,73,1,samazenru-jp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,phishing
83129.txt,https://www.mamiworks.com,24,www.mamiworks.com,17,0,com,100.0,1.0,0.5229071,0.062764568,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1102,9381,1,mamiworks,100.0,100.0,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,1,35,20,27,59,2,80,benign
mw52215.txt,http://www.wifizone.org,22,www.wifizone.org,16,0,org,84.95350803,1.0,0.0799628,0.057108961,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,88,239,1,wifizone,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,phishing
629369.txt,https://www.arthurveterinaryclinic.com,37,www.arthurveterinaryclinic.com,30,0,com,100.0,1.0,0.5229071,0.060397834,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1585,1350,1,arthurveterinaryclinic,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,0,26,8,10,47,0,10,benign
35505.txt,https://www.thecomfortcompany.com,32,www.thecomfortcompany.com,25,0,com,100.0,1.0,0.5229071,0.06470658,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,4931,3968,1,themfortmpany,0.0,0.0,1,0,1,1,0,1,0,20,0,1,1,1,1,1,1,0,1,77,4,51,103,13,24,benign
8005191.txt,https://rfde-107a7.web.app/,26,rfde-107a7.web.app,18,0,app,48.92787524,0.571428571,0.001502,0.035864901,3,1,0,0,0.0,11,0.423,4,0.154,0,0,0,3,0.115,1,108,8125,1,rfde-107a7web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,phishing
50519.txt,https://www.stir.ac.uk,21,www.stir.ac.uk,14,0,uk,100.0,0.714285714,0.028555,0.060322865,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,642,715,1,stirac,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,7,2,7,55,3,14,benign
8004443.txt,http://vinted-pl-gj32d.lanru.top/authorize/1662975258698217,58,vinted-pl-gj32d.lanru.top,25,0,top,18.05814332,0.428571429,0.0002752,0.031838033,3,1,0,0,0.0,28,0.483,17,0.293,0,0,0,6,0.103,0,2,67,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
848238.txt,https://www.discoverbristol.co.uk,32,www.discoverbristol.co.uk,25,0,uk,100.0,0.888888889,0.028555,0.061000317,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,432,283,1,discoverbristolco,0.0,0.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,11,5,15,63,2,11,benign
903778.txt,https://www.it-internet-design.de,32,www.it-internet-design.de,25,0,de,100.0,0.5,0.0326503,0.058977082,2,1,0,0,0.0,17,0.531,0,0.0,0,0,0,3,0.094,1,345,717,1,it-internet-esign,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,8,11,20,8,14,benign
688229.txt,https://www.openautoalliance.net,31,www.openautoalliance.net,24,0,net,100.0,1.0,0.0384199,0.068022824,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1512,304,1,openautoalliance,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,154,benign
722387.txt,https://www.grossi.com.au,24,www.grossi.com.au,17,0,au,100.0,0.7,0.0100856,0.068569642,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,642,178,1,grossicom,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,2,5,5,0,30,benign
470381.txt,https://www.plainfeld.salzburg.at,32,www.plainfeld.salzburg.at,25,0,at,100.0,0.555555556,0.0038776,0.04772182,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,449,1161,1,plinfeldslzburg,0.0,0.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,11,19,90,1,10,benign
47229.txt,https://www.lesaffaires.com,26,www.lesaffaires.com,19,0,com,100.0,1.0,0.5229071,0.063563855,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3582,698,1,lesaffaires,100.0,100.0,1,0,1,0,0,0,0,3,0,1,1,1,1,0,1,1,1,78,10,31,494,16,91,benign
mw31233.txt,http://www.sikhsiyasatapp.net,28,www.sikhsiyasatapp.net,22,0,net,63.61273554,1.0,0.0384199,0.052714757,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,49,777,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,phishing
781630.txt,https://www.adamwalton.co.uk,27,www.adamwalton.co.uk,20,0,uk,100.0,0.846153846,0.028555,0.062482599,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,692,778,1,adamwaltonco,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,52,6,15,105,55,32,benign
mw64853.txt,http://www.pony4.microsoftups.com,32,www.pony4.microsoftups.com,26,0,com,61.05860113,0.777777778,0.5229071,0.056697938,3,2,0,0,0.0,18,0.562,1,0.031,0,0,0,2,0.062,0,2,41,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
8042866.txt,https://objectstorage.ap-singapore-1.oraclecloud.com/n/axo19n6cjxrb/b/bucket-20230214-2330/o/bigialopopoqueueindex.html,119,objectstorage.ap-singapore-1.oraclecloud.com,44,0,com,18.27367908,0.375,0.5229071,0.048482504,3,2,0,0,0.0,81,0.681,16,0.134,0,0,0,14,0.118,1,2,170,0,0,0.0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
903192.txt,https://www.meccanoindex.co.uk,29,www.meccanoindex.co.uk,22,0,uk,100.0,0.866666667,0.028555,0.065978509,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,282,474,1,meccanoindexco,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,5,17,9,4,benign
82209.txt,https://www.thetoc.gr,20,www.thetoc.gr,13,0,gr,100.0,1.0,0.0016589,0.060992992,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,6442,1192,1,thetoc,100.0,100.0,1,1,1,1,1,1,8,6,0,1,0,0,0,0,1,0,1,166,1,13,418,0,128,benign
878137.txt,https://www.mandsenergy.com,26,www.mandsenergy.com,19,0,com,100.0,1.0,0.5229071,0.061720699,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,367,364,1,mandsenergy,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,5,1,10,19,2,11,benign
7528080.txt,https://eth-pos.cc/#/,20,eth-pos.cc,10,0,cc,61.21794872,0.571428571,0.0010349,0.06222001,2,0,0,0,0.0,8,0.4,0,0.0,0,0,0,4,0.2,1,63,888,1,eth-pos#,0.0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,phishing
mw41956.txt,http://www.play.stream.vidzi.tv,30,www.play.stream.vidzi.tv,24,0,tv,60.33240997,0.411764706,0.0019696,0.049754886,2,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,2,268,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phishing
mw52296.txt,http://www.mw.lt,15,www.mw.lt,9,0,lt,68.0,1.0,0.0005524,0.038492973,2,1,0,0,0.0,3,0.2,0,0.0,0,0,0,1,0.067,0,2,24,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
458830.txt,https://www.edisonlearning.com,29,www.edisonlearning.com,22,0,com,100.0,1.0,0.5229071,0.066029006,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2964,1658,1,edisonlearning,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,34,6,20,89,8,110,benign
7641141.txt,https://uniswap-event.org/,25,uniswap-event.org,17,0,org,64.55209535,0.615384615,0.0799628,0.054737939,3,0,0,0,0.0,15,0.6,0,0.0,0,0,0,2,0.08,1,2,5972,1,uniswap-event,100.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,phishing
19133.txt,https://www.tiffany.com,22,www.tiffany.com,15,0,com,100.0,1.0,0.5229071,0.052856901,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,4956,19828,1,tiffany,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,4,6,13,375,0,420,benign
511554.txt,https://www.poppinsonmackinac.com,32,www.poppinsonmackinac.com,25,0,com,100.0,1.0,0.5229071,0.062954584,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1258,2691,1,poppinsonmackinac,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,7,3,23,84,2,8,benign
mw7801.txt,http://www.beemail.online,24,www.beemail.online,18,0,online,70.06802721,1.0,0.0008457,0.06458018,6,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,27,75,1,beemail,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,phishing
7969464.txt,https://storageapi.fleek.co/0c4f1bc1-9bd4-4d7b-89b5-a58736a465bd-bucket/customindex.html,87,storageapi.fleek.co,19,0,co,24.19714506,0.6875,0.0059772,0.0387198,2,1,0,0,0.0,50,0.575,19,0.218,0,0,0,10,0.115,1,241,103353,1,storageapifleek0c4f1bc1-9bd4-4d7b-89b5-a58736a465bd-bucketcustomindexhtm,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,0,0,4,phishing
742330.txt,https://www.nssz.ru,18,www.nssz.ru,11,0,ru,100.0,1.0,0.0180132,0.04716458,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,475,453,1,nssz,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,53,11,14,85,4,74,benign
520739.txt,https://www.oxhow.com,20,www.oxhow.com,13,0,com,100.0,1.0,0.5229071,0.059766902,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,393,172,1,oxhow,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,6,4,14,0,22,benign
